Comunidades y Ciudades Autónomas;Sexo;Periodo;Total
01 Andalucía;Ambos sexos;2021;81,49
01 Andalucía;Ambos sexos;2020;81,54
01 Andalucía;Ambos sexos;2019;82,22
01 Andalucía;Ambos sexos;2018;81,76
01 Andalucía;Ambos sexos;2017;81,83
01 Andalucía;Ambos sexos;2016;81,85
01 Andalucía;Ambos sexos;2015;81,37
01 Andalucía;Ambos sexos;2014;81,72
01 Andalucía;Ambos sexos;2013;81,49
01 Andalucía;Ambos sexos;2012;80,91
01 Andalucía;Ambos sexos;2011;80,88
01 Andalucía;Ambos sexos;2010;80,76
01 Andalucía;Ambos sexos;2009;80,3
01 Andalucía;Ambos sexos;2008;79,93
01 Andalucía;Ambos sexos;2007;79,66
01 Andalucía;Ambos sexos;2006;79,63
01 Andalucía;Ambos sexos;2005;78,92
01 Andalucía;Ambos sexos;2004;78,89
01 Andalucía;Ambos sexos;2003;78,38
01 Andalucía;Ambos sexos;2002;78,5
01 Andalucía;Ambos sexos;2001;78,46
01 Andalucía;Ambos sexos;2000;78,17
01 Andalucía;Ambos sexos;1999;77,63
01 Andalucía;Ambos sexos;1998;77,57
01 Andalucía;Ambos sexos;1997;77,67
01 Andalucía;Ambos sexos;1996;77,2
01 Andalucía;Ambos sexos;1995;77,06
01 Andalucía;Ambos sexos;1994;77,04
01 Andalucía;Ambos sexos;1993;76,62
01 Andalucía;Ambos sexos;1992;76,65
01 Andalucía;Ambos sexos;1991;76,13
01 Andalucía;Ambos sexos;1990;75,83
01 Andalucía;Ambos sexos;1989;75,84
01 Andalucía;Ambos sexos;1988;75,7
01 Andalucía;Ambos sexos;1987;75,65
01 Andalucía;Ambos sexos;1986;75,52
01 Andalucía;Ambos sexos;1985;75,36
01 Andalucía;Ambos sexos;1984;75,32
01 Andalucía;Ambos sexos;1983;75,15
01 Andalucía;Ambos sexos;1982;74,96
01 Andalucía;Ambos sexos;1981;74,52
01 Andalucía;Ambos sexos;1980;74,45
01 Andalucía;Ambos sexos;1979;74,03
01 Andalucía;Ambos sexos;1978;73,47
01 Andalucía;Ambos sexos;1977;73,51
01 Andalucía;Ambos sexos;1976;72,81
01 Andalucía;Ambos sexos;1975;72,74
01 Andalucía;Hombres;2021;78,8
01 Andalucía;Hombres;2020;78,86
01 Andalucía;Hombres;2019;79,57
01 Andalucía;Hombres;2018;79,11
01 Andalucía;Hombres;2017;79,23
01 Andalucía;Hombres;2016;79,16
01 Andalucía;Hombres;2015;78,71
01 Andalucía;Hombres;2014;79
01 Andalucía;Hombres;2013;78,76
01 Andalucía;Hombres;2012;78,07
01 Andalucía;Hombres;2011;78,08
01 Andalucía;Hombres;2010;77,81
01 Andalucía;Hombres;2009;77,32
01 Andalucía;Hombres;2008;76,93
01 Andalucía;Hombres;2007;76,61
01 Andalucía;Hombres;2006;76,53
01 Andalucía;Hombres;2005;75,71
01 Andalucía;Hombres;2004;75,65
01 Andalucía;Hombres;2003;75,13
01 Andalucía;Hombres;2002;75,21
01 Andalucía;Hombres;2001;75,2
01 Andalucía;Hombres;2000;74,92
01 Andalucía;Hombres;1999;74,24
01 Andalucía;Hombres;1998;74,16
01 Andalucía;Hombres;1997;74,36
01 Andalucía;Hombres;1996;73,67
01 Andalucía;Hombres;1995;73,49
01 Andalucía;Hombres;1994;73,55
01 Andalucía;Hombres;1993;73,16
01 Andalucía;Hombres;1992;73,1
01 Andalucía;Hombres;1991;72,57
01 Andalucía;Hombres;1990;72,38
01 Andalucía;Hombres;1989;72,41
01 Andalucía;Hombres;1988;72,46
01 Andalucía;Hombres;1987;72,41
01 Andalucía;Hombres;1986;72,25
01 Andalucía;Hombres;1985;72,04
01 Andalucía;Hombres;1984;72,03
01 Andalucía;Hombres;1983;72,12
01 Andalucía;Hombres;1982;71,83
01 Andalucía;Hombres;1981;71,33
01 Andalucía;Hombres;1980;71,47
01 Andalucía;Hombres;1979;70,89
01 Andalucía;Hombres;1978;70,31
01 Andalucía;Hombres;1977;70,37
01 Andalucía;Hombres;1976;69,81
01 Andalucía;Hombres;1975;69,72
01 Andalucía;Mujeres;2021;84,21
01 Andalucía;Mujeres;2020;84,24
01 Andalucía;Mujeres;2019;84,85
01 Andalucía;Mujeres;2018;84,4
01 Andalucía;Mujeres;2017;84,41
01 Andalucía;Mujeres;2016;84,53
01 Andalucía;Mujeres;2015;84,03
01 Andalucía;Mujeres;2014;84,4
01 Andalucía;Mujeres;2013;84,21
01 Andalucía;Mujeres;2012;83,74
01 Andalucía;Mujeres;2011;83,66
01 Andalucía;Mujeres;2010;83,69
01 Andalucía;Mujeres;2009;83,29
01 Andalucía;Mujeres;2008;82,95
01 Andalucía;Mujeres;2007;82,74
01 Andalucía;Mujeres;2006;82,74
01 Andalucía;Mujeres;2005;82,18
01 Andalucía;Mujeres;2004;82,17
01 Andalucía;Mujeres;2003;81,67
01 Andalucía;Mujeres;2002;81,82
01 Andalucía;Mujeres;2001;81,73
01 Andalucía;Mujeres;2000;81,43
01 Andalucía;Mujeres;1999;81,09
01 Andalucía;Mujeres;1998;81,03
01 Andalucía;Mujeres;1997;80,98
01 Andalucía;Mujeres;1996;80,79
01 Andalucía;Mujeres;1995;80,69
01 Andalucía;Mujeres;1994;80,55
01 Andalucía;Mujeres;1993;80,12
01 Andalucía;Mujeres;1992;80,23
01 Andalucía;Mujeres;1991;79,74
01 Andalucía;Mujeres;1990;79,31
01 Andalucía;Mujeres;1989;79,29
01 Andalucía;Mujeres;1988;78,9
01 Andalucía;Mujeres;1987;78,85
01 Andalucía;Mujeres;1986;78,74
01 Andalucía;Mujeres;1985;78,65
01 Andalucía;Mujeres;1984;78,56
01 Andalucía;Mujeres;1983;78,08
01 Andalucía;Mujeres;1982;78,02
01 Andalucía;Mujeres;1981;77,64
01 Andalucía;Mujeres;1980;77,33
01 Andalucía;Mujeres;1979;77,09
01 Andalucía;Mujeres;1978;76,56
01 Andalucía;Mujeres;1977;76,57
01 Andalucía;Mujeres;1976;75,74
01 Andalucía;Mujeres;1975;75,67
02 Aragón;Ambos sexos;2021;83,24
02 Aragón;Ambos sexos;2020;82,39
02 Aragón;Ambos sexos;2019;83,9
02 Aragón;Ambos sexos;2018;83,45
02 Aragón;Ambos sexos;2017;83,23
02 Aragón;Ambos sexos;2016;83,35
02 Aragón;Ambos sexos;2015;82,75
02 Aragón;Ambos sexos;2014;82,86
02 Aragón;Ambos sexos;2013;83,08
02 Aragón;Ambos sexos;2012;82,66
02 Aragón;Ambos sexos;2011;82,33
02 Aragón;Ambos sexos;2010;82,18
02 Aragón;Ambos sexos;2009;81,96
02 Aragón;Ambos sexos;2008;81,84
02 Aragón;Ambos sexos;2007;81,39
02 Aragón;Ambos sexos;2006;81,41
02 Aragón;Ambos sexos;2005;80,63
02 Aragón;Ambos sexos;2004;80,44
02 Aragón;Ambos sexos;2003;80,2
02 Aragón;Ambos sexos;2002;80,38
02 Aragón;Ambos sexos;2001;80,22
02 Aragón;Ambos sexos;2000;79,98
02 Aragón;Ambos sexos;1999;79,18
02 Aragón;Ambos sexos;1998;79,54
02 Aragón;Ambos sexos;1997;79,18
02 Aragón;Ambos sexos;1996;79,1
02 Aragón;Ambos sexos;1995;78,83
02 Aragón;Ambos sexos;1994;78,96
02 Aragón;Ambos sexos;1993;78,7
02 Aragón;Ambos sexos;1992;78,95
02 Aragón;Ambos sexos;1991;78,19
02 Aragón;Ambos sexos;1990;77,73
02 Aragón;Ambos sexos;1989;77,5
02 Aragón;Ambos sexos;1988;77,76
02 Aragón;Ambos sexos;1987;77,3
02 Aragón;Ambos sexos;1986;77,28
02 Aragón;Ambos sexos;1985;76,91
02 Aragón;Ambos sexos;1984;76,86
02 Aragón;Ambos sexos;1983;76,9
02 Aragón;Ambos sexos;1982;77,05
02 Aragón;Ambos sexos;1981;76,53
02 Aragón;Ambos sexos;1980;76,22
02 Aragón;Ambos sexos;1979;75,75
02 Aragón;Ambos sexos;1978;75,44
02 Aragón;Ambos sexos;1977;75,3
02 Aragón;Ambos sexos;1976;74,79
02 Aragón;Ambos sexos;1975;74,19
02 Aragón;Hombres;2021;80,55
02 Aragón;Hombres;2020;79,77
02 Aragón;Hombres;2019;81,28
02 Aragón;Hombres;2018;80,69
02 Aragón;Hombres;2017;80,43
02 Aragón;Hombres;2016;80,36
02 Aragón;Hombres;2015;79,93
02 Aragón;Hombres;2014;80,04
02 Aragón;Hombres;2013;80,17
02 Aragón;Hombres;2012;79,9
02 Aragón;Hombres;2011;79,42
02 Aragón;Hombres;2010;79,32
02 Aragón;Hombres;2009;78,98
02 Aragón;Hombres;2008;79,1
02 Aragón;Hombres;2007;78,24
02 Aragón;Hombres;2006;78,43
02 Aragón;Hombres;2005;77,66
02 Aragón;Hombres;2004;77,09
02 Aragón;Hombres;2003;77,26
02 Aragón;Hombres;2002;77,27
02 Aragón;Hombres;2001;77,11
02 Aragón;Hombres;2000;76,62
02 Aragón;Hombres;1999;75,95
02 Aragón;Hombres;1998;76,39
02 Aragón;Hombres;1997;75,86
02 Aragón;Hombres;1996;75,87
02 Aragón;Hombres;1995;75,6
02 Aragón;Hombres;1994;75,95
02 Aragón;Hombres;1993;75,31
02 Aragón;Hombres;1992;75,81
02 Aragón;Hombres;1991;75,25
02 Aragón;Hombres;1990;74,6
02 Aragón;Hombres;1989;74,4
02 Aragón;Hombres;1988;75,16
02 Aragón;Hombres;1987;74,57
02 Aragón;Hombres;1986;74,56
02 Aragón;Hombres;1985;74,1
02 Aragón;Hombres;1984;74,02
02 Aragón;Hombres;1983;74,42
02 Aragón;Hombres;1982;74,48
02 Aragón;Hombres;1981;73,74
02 Aragón;Hombres;1980;73,57
02 Aragón;Hombres;1979;73,2
02 Aragón;Hombres;1978;72,86
02 Aragón;Hombres;1977;73,03
02 Aragón;Hombres;1976;72,43
02 Aragón;Hombres;1975;71,5
02 Aragón;Mujeres;2021;85,94
02 Aragón;Mujeres;2020;85,07
02 Aragón;Mujeres;2019;86,48
02 Aragón;Mujeres;2018;86,22
02 Aragón;Mujeres;2017;86,06
02 Aragón;Mujeres;2016;86,39
02 Aragón;Mujeres;2015;85,65
02 Aragón;Mujeres;2014;85,72
02 Aragón;Mujeres;2013;86,02
02 Aragón;Mujeres;2012;85,44
02 Aragón;Mujeres;2011;85,28
02 Aragón;Mujeres;2010;85,09
02 Aragón;Mujeres;2009;85,02
02 Aragón;Mujeres;2008;84,62
02 Aragón;Mujeres;2007;84,66
02 Aragón;Mujeres;2006;84,48
02 Aragón;Mujeres;2005;83,68
02 Aragón;Mujeres;2004;83,94
02 Aragón;Mujeres;2003;83,22
02 Aragón;Mujeres;2002;83,57
02 Aragón;Mujeres;2001;83,41
02 Aragón;Mujeres;2000;83,46
02 Aragón;Mujeres;1999;82,56
02 Aragón;Mujeres;1998;82,79
02 Aragón;Mujeres;1997;82,63
02 Aragón;Mujeres;1996;82,43
02 Aragón;Mujeres;1995;82,16
02 Aragón;Mujeres;1994;82,03
02 Aragón;Mujeres;1993;82,23
02 Aragón;Mujeres;1992;82,15
02 Aragón;Mujeres;1991;81,17
02 Aragón;Mujeres;1990;80,94
02 Aragón;Mujeres;1989;80,7
02 Aragón;Mujeres;1988;80,36
02 Aragón;Mujeres;1987;80,06
02 Aragón;Mujeres;1986;80,03
02 Aragón;Mujeres;1985;79,77
02 Aragón;Mujeres;1984;79,75
02 Aragón;Mujeres;1983;79,37
02 Aragón;Mujeres;1982;79,63
02 Aragón;Mujeres;1981;79,36
02 Aragón;Mujeres;1980;78,9
02 Aragón;Mujeres;1979;78,33
02 Aragón;Mujeres;1978;78,03
02 Aragón;Mujeres;1977;77,55
02 Aragón;Mujeres;1976;77,14
02 Aragón;Mujeres;1975;76,96
03 Asturias, Principado de;Ambos sexos;2021;82,74
03 Asturias, Principado de;Ambos sexos;2020;82,09
03 Asturias, Principado de;Ambos sexos;2019;82,83
03 Asturias, Principado de;Ambos sexos;2018;82,63
03 Asturias, Principado de;Ambos sexos;2017;82,58
03 Asturias, Principado de;Ambos sexos;2016;82,37
03 Asturias, Principado de;Ambos sexos;2015;82,2
03 Asturias, Principado de;Ambos sexos;2014;82,11
03 Asturias, Principado de;Ambos sexos;2013;82,19
03 Asturias, Principado de;Ambos sexos;2012;81,52
03 Asturias, Principado de;Ambos sexos;2011;81,3
03 Asturias, Principado de;Ambos sexos;2010;81,18
03 Asturias, Principado de;Ambos sexos;2009;81,09
03 Asturias, Principado de;Ambos sexos;2008;80,7
03 Asturias, Principado de;Ambos sexos;2007;80,37
03 Asturias, Principado de;Ambos sexos;2006;80,19
03 Asturias, Principado de;Ambos sexos;2005;79,9
03 Asturias, Principado de;Ambos sexos;2004;79,84
03 Asturias, Principado de;Ambos sexos;2003;79,18
03 Asturias, Principado de;Ambos sexos;2002;79,52
03 Asturias, Principado de;Ambos sexos;2001;79,5
03 Asturias, Principado de;Ambos sexos;2000;78,79
03 Asturias, Principado de;Ambos sexos;1999;78,4
03 Asturias, Principado de;Ambos sexos;1998;78,36
03 Asturias, Principado de;Ambos sexos;1997;78,31
03 Asturias, Principado de;Ambos sexos;1996;77,59
03 Asturias, Principado de;Ambos sexos;1995;77,37
03 Asturias, Principado de;Ambos sexos;1994;77,57
03 Asturias, Principado de;Ambos sexos;1993;76,89
03 Asturias, Principado de;Ambos sexos;1992;77,1
03 Asturias, Principado de;Ambos sexos;1991;76,46
03 Asturias, Principado de;Ambos sexos;1990;76,08
03 Asturias, Principado de;Ambos sexos;1989;76,27
03 Asturias, Principado de;Ambos sexos;1988;76
03 Asturias, Principado de;Ambos sexos;1987;76
03 Asturias, Principado de;Ambos sexos;1986;76
03 Asturias, Principado de;Ambos sexos;1985;75,53
03 Asturias, Principado de;Ambos sexos;1984;75,57
03 Asturias, Principado de;Ambos sexos;1983;75,46
03 Asturias, Principado de;Ambos sexos;1982;75,13
03 Asturias, Principado de;Ambos sexos;1981;75,04
03 Asturias, Principado de;Ambos sexos;1980;74,42
03 Asturias, Principado de;Ambos sexos;1979;74,2
03 Asturias, Principado de;Ambos sexos;1978;74,11
03 Asturias, Principado de;Ambos sexos;1977;73,35
03 Asturias, Principado de;Ambos sexos;1976;73,37
03 Asturias, Principado de;Ambos sexos;1975;73,15
03 Asturias, Principado de;Hombres;2021;80,01
03 Asturias, Principado de;Hombres;2020;79,12
03 Asturias, Principado de;Hombres;2019;79,87
03 Asturias, Principado de;Hombres;2018;79,63
03 Asturias, Principado de;Hombres;2017;79,5
03 Asturias, Principado de;Hombres;2016;79,18
03 Asturias, Principado de;Hombres;2015;79,03
03 Asturias, Principado de;Hombres;2014;78,99
03 Asturias, Principado de;Hombres;2013;78,91
03 Asturias, Principado de;Hombres;2012;78,21
03 Asturias, Principado de;Hombres;2011;77,79
03 Asturias, Principado de;Hombres;2010;77,57
03 Asturias, Principado de;Hombres;2009;77,71
03 Asturias, Principado de;Hombres;2008;77,05
03 Asturias, Principado de;Hombres;2007;76,74
03 Asturias, Principado de;Hombres;2006;76,29
03 Asturias, Principado de;Hombres;2005;76,2
03 Asturias, Principado de;Hombres;2004;76,12
03 Asturias, Principado de;Hombres;2003;75,31
03 Asturias, Principado de;Hombres;2002;75,71
03 Asturias, Principado de;Hombres;2001;75,64
03 Asturias, Principado de;Hombres;2000;74,98
03 Asturias, Principado de;Hombres;1999;74,48
03 Asturias, Principado de;Hombres;1998;74,24
03 Asturias, Principado de;Hombres;1997;74,2
03 Asturias, Principado de;Hombres;1996;73,44
03 Asturias, Principado de;Hombres;1995;73,39
03 Asturias, Principado de;Hombres;1994;73,41
03 Asturias, Principado de;Hombres;1993;72,88
03 Asturias, Principado de;Hombres;1992;72,94
03 Asturias, Principado de;Hombres;1991;72,47
03 Asturias, Principado de;Hombres;1990;71,9
03 Asturias, Principado de;Hombres;1989;72,21
03 Asturias, Principado de;Hombres;1988;72,11
03 Asturias, Principado de;Hombres;1987;72,3
03 Asturias, Principado de;Hombres;1986;72,26
03 Asturias, Principado de;Hombres;1985;71,7
03 Asturias, Principado de;Hombres;1984;71,7
03 Asturias, Principado de;Hombres;1983;71,84
03 Asturias, Principado de;Hombres;1982;71,44
03 Asturias, Principado de;Hombres;1981;71,24
03 Asturias, Principado de;Hombres;1980;70,83
03 Asturias, Principado de;Hombres;1979;70,56
03 Asturias, Principado de;Hombres;1978;70,64
03 Asturias, Principado de;Hombres;1977;69,99
03 Asturias, Principado de;Hombres;1976;69,9
03 Asturias, Principado de;Hombres;1975;69,67
03 Asturias, Principado de;Mujeres;2021;85,3
03 Asturias, Principado de;Mujeres;2020;84,98
03 Asturias, Principado de;Mujeres;2019;85,63
03 Asturias, Principado de;Mujeres;2018;85,49
03 Asturias, Principado de;Mujeres;2017;85,51
03 Asturias, Principado de;Mujeres;2016;85,45
03 Asturias, Principado de;Mujeres;2015;85,26
03 Asturias, Principado de;Mujeres;2014;85,06
03 Asturias, Principado de;Mujeres;2013;85,35
03 Asturias, Principado de;Mujeres;2012;84,72
03 Asturias, Principado de;Mujeres;2011;84,74
03 Asturias, Principado de;Mujeres;2010;84,73
03 Asturias, Principado de;Mujeres;2009;84,37
03 Asturias, Principado de;Mujeres;2008;84,32
03 Asturias, Principado de;Mujeres;2007;83,95
03 Asturias, Principado de;Mujeres;2006;84,06
03 Asturias, Principado de;Mujeres;2005;83,57
03 Asturias, Principado de;Mujeres;2004;83,51
03 Asturias, Principado de;Mujeres;2003;83,05
03 Asturias, Principado de;Mujeres;2002;83,31
03 Asturias, Principado de;Mujeres;2001;83,34
03 Asturias, Principado de;Mujeres;2000;82,58
03 Asturias, Principado de;Mujeres;1999;82,33
03 Asturias, Principado de;Mujeres;1998;82,54
03 Asturias, Principado de;Mujeres;1997;82,46
03 Asturias, Principado de;Mujeres;1996;81,78
03 Asturias, Principado de;Mujeres;1995;81,38
03 Asturias, Principado de;Mujeres;1994;81,74
03 Asturias, Principado de;Mujeres;1993;80,94
03 Asturias, Principado de;Mujeres;1992;81,31
03 Asturias, Principado de;Mujeres;1991;80,51
03 Asturias, Principado de;Mujeres;1990;80,37
03 Asturias, Principado de;Mujeres;1989;80,38
03 Asturias, Principado de;Mujeres;1988;79,9
03 Asturias, Principado de;Mujeres;1987;79,68
03 Asturias, Principado de;Mujeres;1986;79,73
03 Asturias, Principado de;Mujeres;1985;79,36
03 Asturias, Principado de;Mujeres;1984;79,43
03 Asturias, Principado de;Mujeres;1983;79,01
03 Asturias, Principado de;Mujeres;1982;78,81
03 Asturias, Principado de;Mujeres;1981;78,81
03 Asturias, Principado de;Mujeres;1980;77,96
03 Asturias, Principado de;Mujeres;1979;77,8
03 Asturias, Principado de;Mujeres;1978;77,49
03 Asturias, Principado de;Mujeres;1977;76,64
03 Asturias, Principado de;Mujeres;1976;76,72
03 Asturias, Principado de;Mujeres;1975;76,52
04 Balears, Illes;Ambos sexos;2021;83,36
04 Balears, Illes;Ambos sexos;2020;83,46
04 Balears, Illes;Ambos sexos;2019;83,71
04 Balears, Illes;Ambos sexos;2018;83,23
04 Balears, Illes;Ambos sexos;2017;82,9
04 Balears, Illes;Ambos sexos;2016;83,03
04 Balears, Illes;Ambos sexos;2015;82,42
04 Balears, Illes;Ambos sexos;2014;82,7
04 Balears, Illes;Ambos sexos;2013;82,62
04 Balears, Illes;Ambos sexos;2012;81,87
04 Balears, Illes;Ambos sexos;2011;81,93
04 Balears, Illes;Ambos sexos;2010;81,56
04 Balears, Illes;Ambos sexos;2009;81,15
04 Balears, Illes;Ambos sexos;2008;81,19
04 Balears, Illes;Ambos sexos;2007;81,26
04 Balears, Illes;Ambos sexos;2006;80,85
04 Balears, Illes;Ambos sexos;2005;80,33
04 Balears, Illes;Ambos sexos;2004;80,27
04 Balears, Illes;Ambos sexos;2003;79,78
04 Balears, Illes;Ambos sexos;2002;79,47
04 Balears, Illes;Ambos sexos;2001;79,14
04 Balears, Illes;Ambos sexos;2000;78,42
04 Balears, Illes;Ambos sexos;1999;78,13
04 Balears, Illes;Ambos sexos;1998;78,46
04 Balears, Illes;Ambos sexos;1997;78,28
04 Balears, Illes;Ambos sexos;1996;77,66
04 Balears, Illes;Ambos sexos;1995;77,32
04 Balears, Illes;Ambos sexos;1994;77,63
04 Balears, Illes;Ambos sexos;1993;76,97
04 Balears, Illes;Ambos sexos;1992;76,76
04 Balears, Illes;Ambos sexos;1991;76,1
04 Balears, Illes;Ambos sexos;1990;75,82
04 Balears, Illes;Ambos sexos;1989;75,73
04 Balears, Illes;Ambos sexos;1988;75,96
04 Balears, Illes;Ambos sexos;1987;75,48
04 Balears, Illes;Ambos sexos;1986;74,99
04 Balears, Illes;Ambos sexos;1985;75,15
04 Balears, Illes;Ambos sexos;1984;75,22
04 Balears, Illes;Ambos sexos;1983;74,43
04 Balears, Illes;Ambos sexos;1982;75,76
04 Balears, Illes;Ambos sexos;1981;76,09
04 Balears, Illes;Ambos sexos;1980;75,34
04 Balears, Illes;Ambos sexos;1979;74,61
04 Balears, Illes;Ambos sexos;1978;74,62
04 Balears, Illes;Ambos sexos;1977;74,11
04 Balears, Illes;Ambos sexos;1976;73,67
04 Balears, Illes;Ambos sexos;1975;73,63
04 Balears, Illes;Hombres;2021;80,82
04 Balears, Illes;Hombres;2020;81,05
04 Balears, Illes;Hombres;2019;81,36
04 Balears, Illes;Hombres;2018;80,78
04 Balears, Illes;Hombres;2017;80,36
04 Balears, Illes;Hombres;2016;80,58
04 Balears, Illes;Hombres;2015;79,82
04 Balears, Illes;Hombres;2014;80,06
04 Balears, Illes;Hombres;2013;80,1
04 Balears, Illes;Hombres;2012;79,25
04 Balears, Illes;Hombres;2011;79,14
04 Balears, Illes;Hombres;2010;78,77
04 Balears, Illes;Hombres;2009;78,39
04 Balears, Illes;Hombres;2008;78,33
04 Balears, Illes;Hombres;2007;78,3
04 Balears, Illes;Hombres;2006;77,69
04 Balears, Illes;Hombres;2005;77,25
04 Balears, Illes;Hombres;2004;77,14
04 Balears, Illes;Hombres;2003;76,71
04 Balears, Illes;Hombres;2002;76,23
04 Balears, Illes;Hombres;2001;75,9
04 Balears, Illes;Hombres;2000;74,94
04 Balears, Illes;Hombres;1999;74,56
04 Balears, Illes;Hombres;1998;75,26
04 Balears, Illes;Hombres;1997;74,73
04 Balears, Illes;Hombres;1996;73,81
04 Balears, Illes;Hombres;1995;73,66
04 Balears, Illes;Hombres;1994;74,27
04 Balears, Illes;Hombres;1993;73,4
04 Balears, Illes;Hombres;1992;73,05
04 Balears, Illes;Hombres;1991;72,41
04 Balears, Illes;Hombres;1990;72,19
04 Balears, Illes;Hombres;1989;72,04
04 Balears, Illes;Hombres;1988;72,54
04 Balears, Illes;Hombres;1987;71,97
04 Balears, Illes;Hombres;1986;71,41
04 Balears, Illes;Hombres;1985;71,15
04 Balears, Illes;Hombres;1984;71,82
04 Balears, Illes;Hombres;1983;70,95
04 Balears, Illes;Hombres;1982;72,48
04 Balears, Illes;Hombres;1981;72,92
04 Balears, Illes;Hombres;1980;72,16
04 Balears, Illes;Hombres;1979;71,42
04 Balears, Illes;Hombres;1978;71,74
04 Balears, Illes;Hombres;1977;71,26
04 Balears, Illes;Hombres;1976;70,81
04 Balears, Illes;Hombres;1975;71,04
04 Balears, Illes;Mujeres;2021;85,91
04 Balears, Illes;Mujeres;2020;85,86
04 Balears, Illes;Mujeres;2019;85,99
04 Balears, Illes;Mujeres;2018;85,67
04 Balears, Illes;Mujeres;2017;85,44
04 Balears, Illes;Mujeres;2016;85,44
04 Balears, Illes;Mujeres;2015;85,05
04 Balears, Illes;Mujeres;2014;85,34
04 Balears, Illes;Mujeres;2013;85,12
04 Balears, Illes;Mujeres;2012;84,52
04 Balears, Illes;Mujeres;2011;84,74
04 Balears, Illes;Mujeres;2010;84,39
04 Balears, Illes;Mujeres;2009;83,95
04 Balears, Illes;Mujeres;2008;84,1
04 Balears, Illes;Mujeres;2007;84,23
04 Balears, Illes;Mujeres;2006;84,11
04 Balears, Illes;Mujeres;2005;83,48
04 Balears, Illes;Mujeres;2004;83,43
04 Balears, Illes;Mujeres;2003;82,91
04 Balears, Illes;Mujeres;2002;82,78
04 Balears, Illes;Mujeres;2001;82,44
04 Balears, Illes;Mujeres;2000;82,03
04 Balears, Illes;Mujeres;1999;81,87
04 Balears, Illes;Mujeres;1998;81,71
04 Balears, Illes;Mujeres;1997;81,97
04 Balears, Illes;Mujeres;1996;81,69
04 Balears, Illes;Mujeres;1995;81,15
04 Balears, Illes;Mujeres;1994;81,05
04 Balears, Illes;Mujeres;1993;80,68
04 Balears, Illes;Mujeres;1992;80,64
04 Balears, Illes;Mujeres;1991;79,97
04 Balears, Illes;Mujeres;1990;79,63
04 Balears, Illes;Mujeres;1989;79,56
04 Balears, Illes;Mujeres;1988;79,46
04 Balears, Illes;Mujeres;1987;79,1
04 Balears, Illes;Mujeres;1986;78,76
